video_id,category,baseline_psnr,baseline_ssim,finetuned_psnr,finetuned_ssim,psnr_gain,ssim_gain
121171,move_object,11.292553536524483,0.6232829541912476,9.58226352936293,0.5670121381963622,-1.7102900071615537,-0.05627081599488537
176496,move_object,10.823722134412785,0.3849971409596131,13.231163264335741,0.8036440574819609,2.4074411299229563,0.41864691652234776
183657,move_object,9.07486402503141,0.3987804884626853,9.130861479229615,0.4782497146207119,0.05599745419820579,0.0794692261580266
158832,move_object,7.203679458418499,0.3869866879547847,7.794563836294822,0.537151197681947,0.5908843778763231,0.15016450972716228
159688,move_object,12.50469788824493,0.5916492882569867,11.792942963241117,0.5991140571302119,-0.7117549250038131,0.007464768873225225
165743,move_object,12.576106768486177,0.4735269786328174,10.105219481847358,0.7206567905608915,-2.4708872866388187,0.2471298119280741
93504,move_object,8.607387308869992,0.5734562128811654,10.135014333425493,0.6898219477382811,1.5276270245555015,0.11636573485711565
135286,move_object,10.259914063569575,0.2520326653371267,8.585283323744457,0.19247601740435968,-1.6746307398251172,-0.05955664793276702
145498,move_object,10.697146647868571,0.46509188301992904,12.559121332727907,0.6872037717681345,1.8619746848593355,0.22211188874820548
187882,move_object,9.279831267733904,0.41516297068821745,9.390200402429196,0.4195259039401935,0.11036913469529175,0.004362933251976064
141719,move_object,9.304505056267672,0.5409496904687371,9.928369816606624,0.5429861034984143,0.623864760338952,0.0020364130296771643
169064,move_object,7.209654961282999,0.5342296863379601,7.750477858770814,0.5861284938822705,0.5408228974878142,0.05189880754431042
142504,move_object,8.143761930933886,0.3699543500525155,8.84743522208776,0.41312347557233764,0.7036732911538746,0.04316912551982216
190945,move_object,8.531335702810823,0.6008381705033236,8.185514836196234,0.6141632555255703,-0.34582086661458966,0.013325085022246719
19468,move_object,8.331273804076622,0.40022349383087713,8.3889812444914,0.3052045133259172,0.05770744041477904,-0.09501898050495994
91536,move_object,7.4808078526299635,0.21139487369615106,6.612201397879984,0.14477121179484584,-0.8686064547499797,-0.06662366190130523
87935,move_object,11.350241710644521,0.48800384713344375,11.354101973858588,0.5287366155863796,0.0038602632140669613,0.040732768452935886
141644,move_object,7.872842966731297,0.344329780730854,8.648228399576245,0.3569270739233846,0.7753854328449483,0.012597293192530556
197030,move_object,9.084376011765976,0.314594160273124,9.568548932451124,0.47552179900794894,0.4841729206851486,0.16092763873482496
128361,move_object,4.9437452238719946,0.06298143450160491,5.2683425940752695,0.10909187216690758,0.32459737020327495,0.046110437665302664
135118,move_object,9.946834750603879,0.49450560149392636,9.307517128527406,0.4668314160131399,-0.6393176220764722,-0.027674185480786484
159454,move_object,12.059683587127669,0.39429729565977634,11.121869461396525,0.569617810062866,-0.9378141257311441,0.1753205144030897
