video_id,baseline_psnr,baseline_ssim,finetuned_psnr,finetuned_ssim,psnr_gain,ssim_gain
132329,7.580858934034121,0.42746678690210205,7.3767555913742955,0.62933346705583,-0.20410334265982577,0.201866680153728
168680,7.954442147489077,0.19966493684366604,10.127833870473385,0.30500896493397817,2.1733917229843076,0.10534402809031213
160883,11.417267072893045,0.6132267963036991,11.373973140115329,0.5764433274510344,-0.04329393277771665,-0.0367834688526647
121171,11.292553536524483,0.6232829541912476,8.832628704620964,0.539324086112981,-2.4599248319035194,-0.08395886807826658
29912,10.110607133039693,0.3968885453837036,9.856053352261242,0.586758175358509,-0.25455378077845126,0.18986962997480544
26731,7.257803075437987,0.2801085429404124,9.508697977370081,0.45041484689906347,2.250894901932094,0.1703063039586511
70643,9.80051676880854,0.5615698500353214,7.349350019208156,0.40949299637434455,-2.451166749600384,-0.1520768536609769
111450,8.862513052131444,0.23676550843751587,11.604737149252236,0.4878637279125047,2.7422240971207916,0.25109821947498884
83940,13.242114903741138,0.6221179680406833,16.220739861997732,0.8047367077281514,2.978624958256594,0.1826187396874681
201665,10.971883894965291,0.49909181734021196,10.471084134934276,0.41929960961370377,-0.5007997600310148,-0.07979220772650819
176496,10.823722134412785,0.3849971409596131,12.83908394880186,0.4746248195855522,2.0153618143890757,0.08962767862593907
77788,9.640248983162248,0.498419180781475,10.899493618377274,0.48522196562734193,1.2592446352150262,-0.01319721515413308
187058,9.327791290846136,0.4757890857117759,8.938206749729039,0.4349598854507372,-0.38958454111709706,-0.0408292002610387
183657,9.07486402503141,0.3987804884626853,8.529228476190818,0.327204757371053,-0.5456355488405915,-0.07157573109163234
134393,6.102333597779585,0.2584721193572241,6.958658646746308,0.23930439524840932,0.8563250489667231,-0.01916772410881476
39727,8.115358773278995,0.24185329158424762,8.601965162794478,0.31063795166308855,0.4866063895154831,0.06878466007884093
65449,8.71379382239855,0.3588506843172385,8.497095806857756,0.3714675434677888,-0.2166980155407945,0.01261685915055033
15637,8.72832192469382,0.4268407929356668,16.524089157116105,0.620813915234031,7.7957672324222855,0.19397312229836416
158832,7.203679458418499,0.3869866879547847,6.875140487880481,0.4058368526924861,-0.32853897053801795,0.018850164737701403
57478,12.388496331557825,0.2174159841002592,12.56131803726948,0.3922231916539148,0.17282170571165523,0.17480720755365559
81646,10.305872387334897,0.47778963867729685,10.391997745649721,0.514750176191351,0.08612535831482404,0.03696053751405415
